id,ticker,headline,source,published_at,url,sentiment_score,sentiment_label
101,MSFT,"Local Qwen isn't a worse Opus, it's a different tool",Alexellis.io,2026-06-18 03:04:20,https://blog.alexellis.io/local-ai-is-not-opus/,0.3724,POSITIVE
735,HDFCBANK.NS,NSE IPO: 10 key things investors need to know about India’s largest IPO in history,The Times of India,2026-06-18 03:03:26,https://economictimes.indiatimes.com/markets/stocks/news/nse-ipo-10-key-things-investors-need-to-know-about-indias-largest-ipo-in-history/articleshow/131816120.cms,0.0,NEUTRAL
736,HDFCBANK.NS,NSE IPO: 10 key things investors need to know about India’s largest IPO in history,The Times of India,2026-06-18 03:03:26,https://economictimes.indiatimes.com/markets/ipos/fpos/nse-ipo-10-key-things-investors-need-to-know-about-indias-largest-ipo-in-history/articleshow/131816120.cms,0.0,NEUTRAL
737,HDFCBANK.NS,"Dividend alert! Last day to buy HDFC Bank, Tata Motors PV, 14 other stocks for dividends worth Rs 248",The Times of India,2026-06-18 02:37:34,https://economictimes.indiatimes.com/markets/stocks/news/dividend-alert-last-day-to-buy-hdfc-bank-tata-motors-pv-14-other-stocks-for-dividends-worth-rs-248/articleshow/131815749.cms,0.5255,POSITIVE
493,RELIANCE.NS,Reliance Industries (NSEI:RELIANCE) Stock Fair Value Edges Higher After Analyst Fine Tuning,Biztoc.com,2026-06-18 02:34:19,https://biztoc.com/x/9060b626375fda2d,0.6705,POSITIVE
634,INFY.NS,SpaceX shares decline for first time since blockbuster debut,The Times of India,2026-06-18 02:32:36,https://economictimes.indiatimes.com/markets/us-stocks/news/spacex-shares-decline-for-first-time-since-blockbuster-debut/articleshow/131815693.cms,0.7269,POSITIVE
738,HDFCBANK.NS,SpaceX shares decline for first time since blockbuster debut,The Times of India,2026-06-18 02:32:36,https://economictimes.indiatimes.com/markets/us-stocks/news/spacex-shares-decline-for-first-time-since-blockbuster-debut/articleshow/131815693.cms,0.7269,POSITIVE
832,WIPRO.NS,SpaceX shares decline for first time since blockbuster debut,The Times of India,2026-06-18 02:32:36,https://economictimes.indiatimes.com/markets/us-stocks/news/spacex-shares-decline-for-first-time-since-blockbuster-debut/articleshow/131815693.cms,0.7269,POSITIVE
494,RELIANCE.NS,Economic Digest: A Snapshot of Nepal’s Business News,Khabarhub.com,2026-06-18 02:15:04,https://english.khabarhub.com/2026/18/554371/,0.0,NEUTRAL
590,TCS.NS,NSE IPO may enter India’s top 10 most-valued companies with ₹5 lakh crore valuation,BusinessLine,2026-06-18 01:49:17,https://www.thehindubusinessline.com/markets/nse-ipo-may-enter-indias-top-10-most-valued-companies-with-5-lakh-crore-valuation/article71115217.ece,0.2023,POSITIVE
635,INFY.NS,NSE IPO may enter India’s top 10 most-valued companies with ₹5 lakh crore valuation,BusinessLine,2026-06-18 01:49:17,https://www.thehindubusinessline.com/markets/nse-ipo-may-enter-indias-top-10-most-valued-companies-with-5-lakh-crore-valuation/article71115217.ece,0.2023,POSITIVE
495,RELIANCE.NS,NSE IPO may enter India’s top 10 most-valued companies with ₹5 lakh crore valuation,BusinessLine,2026-06-18 01:49:17,https://www.thehindubusinessline.com/markets/nse-ipo-may-enter-indias-top-10-most-valued-companies-with-5-lakh-crore-valuation/article71115217.ece,0.2023,POSITIVE
739,HDFCBANK.NS,NSE IPO may enter India’s top 10 most-valued companies with ₹5 lakh crore valuation,BusinessLine,2026-06-18 01:49:17,https://www.thehindubusinessline.com/markets/nse-ipo-may-enter-indias-top-10-most-valued-companies-with-5-lakh-crore-valuation/article71115217.ece,0.2023,POSITIVE
394,AMZN,Hello Kitty Island Adventure (Switch) $25,Slickdeals.net,2026-06-18 01:23:22,https://slickdeals.net/f/19630812-hello-kitty-island-adventure-switch-25,0.3182,POSITIVE
395,AMZN,Purpose Investments Inc. Announces June 2026 Distributions,Financial Post,2026-06-18 01:19:14,https://financialpost.com/globe-newswire/purpose-investments-inc-announces-june-2026-distributions,0.0,NEUTRAL
1,AAPL,Purpose Investments Inc. Announces June 2026 Distributions,Financial Post,2026-06-18 01:19:14,https://financialpost.com/globe-newswire/purpose-investments-inc-announces-june-2026-distributions,0.0,NEUTRAL
102,MSFT,Purpose Investments Inc. Announces June 2026 Distributions,Financial Post,2026-06-18 01:19:14,https://financialpost.com/globe-newswire/purpose-investments-inc-announces-june-2026-distributions,0.0,NEUTRAL
199,TSLA,Purpose Investments Inc. Announces June 2026 Distributions,Financial Post,2026-06-18 01:19:14,https://financialpost.com/globe-newswire/purpose-investments-inc-announces-june-2026-distributions,0.0,NEUTRAL
740,HDFCBANK.NS,Pre-market action: Here's the trade setup for today's session,The Times of India,2026-06-18 01:19:02,https://economictimes.indiatimes.com/markets/stocks/news/pre-market-action-heres-the-trade-setup-for-todays-session/articleshow/131815190.cms,0.0,NEUTRAL
636,INFY.NS,Pre-market action: Here's the trade setup for today's session,The Times of India,2026-06-18 01:19:02,https://economictimes.indiatimes.com/markets/stocks/news/pre-market-action-heres-the-trade-setup-for-todays-session/articleshow/131815190.cms,0.0,NEUTRAL
833,WIPRO.NS,Pre-market action: Here's the trade setup for today's session,The Times of India,2026-06-18 01:19:02,https://economictimes.indiatimes.com/markets/stocks/news/pre-market-action-heres-the-trade-setup-for-todays-session/articleshow/131815190.cms,0.0,NEUTRAL
2,AAPL,Purpose Investments Inc. Announces June 2026 Distributions,GlobeNewswire,2026-06-18 01:14:00,https://www.globenewswire.com/news-release/2026/06/18/3313890/0/en/Purpose-Investments-Inc-Announces-June-2026-Distributions.html,0.0,NEUTRAL
200,TSLA,Purpose Investments Inc. Announces June 2026 Distributions,GlobeNewswire,2026-06-18 01:14:00,https://www.globenewswire.com/news-release/2026/06/18/3313890/0/en/Purpose-Investments-Inc-Announces-June-2026-Distributions.html,0.0,NEUTRAL
396,AMZN,Purpose Investments Inc. Announces June 2026 Distributions,GlobeNewswire,2026-06-18 01:14:00,https://www.globenewswire.com/news-release/2026/06/18/3313890/0/en/Purpose-Investments-Inc-Announces-June-2026-Distributions.html,0.0,NEUTRAL
103,MSFT,Purpose Investments Inc. Announces June 2026 Distributions,GlobeNewswire,2026-06-18 01:14:00,https://www.globenewswire.com/news-release/2026/06/18/3313890/0/en/Purpose-Investments-Inc-Announces-June-2026-Distributions.html,0.0,NEUTRAL
741,HDFCBANK.NS,Sensex today | Stock Market Live: Stock to buy today: Hyundai Motor India,BusinessLine,2026-06-18 01:12:50,https://www.thehindubusinessline.com/markets/sensex-nifty50-today-stock-market-live-updates-18-june-2026/article71113493.ece,0.0,NEUTRAL
496,RELIANCE.NS,Sensex today | Stock Market Live: Stock to buy today: Hyundai Motor India,BusinessLine,2026-06-18 01:12:50,https://www.thehindubusinessline.com/markets/sensex-nifty50-today-stock-market-live-updates-18-june-2026/article71113493.ece,0.0,NEUTRAL
637,INFY.NS,Sensex today | Stock Market Live: Stock to buy today: Hyundai Motor India,BusinessLine,2026-06-18 01:12:50,https://www.thehindubusinessline.com/markets/sensex-nifty50-today-stock-market-live-updates-18-june-2026/article71113493.ece,0.0,NEUTRAL
638,INFY.NS,"HDFC raises $750-m ECB, first under RBI's special swap plan",The Times of India,2026-06-18 00:46:18,https://economictimes.indiatimes.com/markets/bonds/hdfc-raises-750-m-ecb-first-under-rbis-special-swap-plan/articleshow/131815022.cms,0.4019,POSITIVE
742,HDFCBANK.NS,"HDFC raises $750-m ECB, first under RBI's special swap plan",The Times of India,2026-06-18 00:46:18,https://economictimes.indiatimes.com/markets/bonds/hdfc-raises-750-m-ecb-first-under-rbis-special-swap-plan/articleshow/131815022.cms,0.4019,POSITIVE
834,WIPRO.NS,"HDFC raises $750-m ECB, first under RBI's special swap plan",The Times of India,2026-06-18 00:46:18,https://economictimes.indiatimes.com/markets/bonds/hdfc-raises-750-m-ecb-first-under-rbis-special-swap-plan/articleshow/131815022.cms,0.4019,POSITIVE
835,WIPRO.NS,JBM Ecolife raises Rs 900 crore from Motilal Oswal Fund for biz expansion,The Times of India,2026-06-18 00:41:13,https://economictimes.indiatimes.com/markets/stocks/news/jbm-ecolife-raises-rs-900-crore-from-motilal-oswal-fund-for-biz-expansion/articleshow/131814997.cms,0.0,NEUTRAL
639,INFY.NS,JBM Ecolife raises Rs 900 crore from Motilal Oswal Fund for biz expansion,The Times of India,2026-06-18 00:41:13,https://economictimes.indiatimes.com/markets/stocks/news/jbm-ecolife-raises-rs-900-crore-from-motilal-oswal-fund-for-biz-expansion/articleshow/131814997.cms,0.0,NEUTRAL
743,HDFCBANK.NS,JBM Ecolife raises Rs 900 crore from Motilal Oswal Fund for biz expansion,The Times of India,2026-06-18 00:41:13,https://economictimes.indiatimes.com/markets/stocks/news/jbm-ecolife-raises-rs-900-crore-from-motilal-oswal-fund-for-biz-expansion/articleshow/131814997.cms,0.0,NEUTRAL
744,HDFCBANK.NS,Sebi warns against unlisted share trades,The Times of India,2026-06-18 00:24:54,https://economictimes.indiatimes.com/markets/stocks/news/sebi-warns-against-unlisted-share-trades/articleshow/131814924.cms,0.2023,POSITIVE
836,WIPRO.NS,Sebi warns against unlisted share trades,The Times of India,2026-06-18 00:24:54,https://economictimes.indiatimes.com/markets/stocks/news/sebi-warns-against-unlisted-share-trades/articleshow/131814924.cms,0.2023,POSITIVE
640,INFY.NS,Sebi warns against unlisted share trades,The Times of India,2026-06-18 00:24:54,https://economictimes.indiatimes.com/markets/stocks/news/sebi-warns-against-unlisted-share-trades/articleshow/131814924.cms,0.2023,POSITIVE
104,MSFT,The Legion Go 2 needs more than a Z2 Extreme to make me drop the Steam Deck,XDA Developers,2026-06-18 00:00:11,https://www.xda-developers.com/the-legion-go-2-needs-more-than-a-z2-extreme-to-make-me-drop-the-steam-deck/,-0.2732,NEGATIVE
295,GOOGL,The Invisible Energy Crisis Threatening to Derail the AI Boom,OilPrice.com,2026-06-18 00:00:00,https://oilprice.com/Energy/Energy-General/The-Invisible-Energy-Crisis-Threatening-to-Derail-the-AI-Boom.html,-0.8225,NEGATIVE
398,AMZN,Where are all 28TB external hard drives? Popular Seagate Expansion drives vanish from retailers' virtual shelves as component shortages hit consumers hard,TechRadar,2026-06-18 00:00:00,https://www.techradar.com/pro/where-are-all-28tb-external-hard-drives-popular-seagate-expansion-drives-vanish-from-retailers-virtual-shelves-as-component-shortages-hit-consumers-hard,0.1027,POSITIVE
397,AMZN,The Invisible Energy Crisis Threatening to Derail the AI Boom,OilPrice.com,2026-06-18 00:00:00,https://oilprice.com/Energy/Energy-General/The-Invisible-Energy-Crisis-Threatening-to-Derail-the-AI-Boom.html,-0.8225,NEGATIVE
105,MSFT,The Invisible Energy Crisis Threatening to Derail the AI Boom,OilPrice.com,2026-06-18 00:00:00,https://oilprice.com/Energy/Energy-General/The-Invisible-Energy-Crisis-Threatening-to-Derail-the-AI-Boom.html,-0.8225,NEGATIVE
837,WIPRO.NS,"Fed begins Warsh era with rate hold, sees hike possible later in 2026",The Times of India,2026-06-17 23:55:45,https://economictimes.indiatimes.com/markets/us-stocks/news/fed-begins-warsh-era-with-rate-hold-sees-hike-possible-later-in-2026/articleshow/131814844.cms,0.0,NEUTRAL
745,HDFCBANK.NS,"Fed begins Warsh era with rate hold, sees hike possible later in 2026",The Times of India,2026-06-17 23:55:45,https://economictimes.indiatimes.com/markets/us-stocks/news/fed-begins-warsh-era-with-rate-hold-sees-hike-possible-later-in-2026/articleshow/131814844.cms,0.0,NEUTRAL
641,INFY.NS,"Fed begins Warsh era with rate hold, sees hike possible later in 2026",The Times of India,2026-06-17 23:55:45,https://economictimes.indiatimes.com/markets/us-stocks/news/fed-begins-warsh-era-with-rate-hold-sees-hike-possible-later-in-2026/articleshow/131814844.cms,0.0,NEUTRAL
399,AMZN,Deals: AirPods 4 for $99 & Apple Watch Ultra 3 for $699,Osxdaily.com,2026-06-17 23:23:55,https://osxdaily.com/2026/06/17/deals-airpods-4-for-99-apple-watch-ultra-3-for-699/,0.0,NEUTRAL
3,AAPL,Deals: AirPods 4 for $99 & Apple Watch Ultra 3 for $699,Osxdaily.com,2026-06-17 23:23:55,https://osxdaily.com/2026/06/17/deals-airpods-4-for-99-apple-watch-ultra-3-for-699/,0.0,NEUTRAL
106,MSFT,Pramaana Labs raises $27M to make AI prove its answers,SiliconANGLE News,2026-06-17 23:13:23,https://siliconangle.com/2026/06/17/pramaana-labs-raises-27m-make-ai-prove-answers/,0.0,NEUTRAL
400,AMZN,A New Brand Is Selling 200W Charging for $119.99,The Gadgeteer,2026-06-17 23:00:58,https://the-gadgeteer.com/2026/06/17/a-new-brand-is-selling-200w-charging-for-119-99/,0.0,NEUTRAL
401,AMZN,AWS launches Continuum to find and fix code vulnerabilities at machine speed,SiliconANGLE News,2026-06-17 22:43:07,https://siliconangle.com/2026/06/17/aws-launches-continuum-find-fix-code-vulnerabilities-machine-speed/,-0.1531,NEGATIVE
4,AAPL,Apple Will Raise Prices Due To Soaring Memory Costs: CEO Tim Cook Says 'This Is A 100-Year Flood',Biztoc.com,2026-06-17 22:30:01,https://biztoc.com/x/9dcff3eb989ef4b6,0.0,NEUTRAL
402,AMZN,Apple's Early Prime Day Deals Are Also Perfect Last-Minute Gifts for Dads and Grads,CNET,2026-06-17 21:56:00,https://www.cnet.com/deals/best-prime-day-apple-deals-2026-06-17/,0.5719,POSITIVE
5,AAPL,Apple's Early Prime Day Deals Are Also Perfect Last-Minute Gifts for Dads and Grads,CNET,2026-06-17 21:56:00,https://www.cnet.com/deals/best-prime-day-apple-deals-2026-06-17/,0.5719,POSITIVE
201,TSLA,Elon Musk gets a $116 billion Tesla payday,Electrek,2026-06-17 21:51:52,http://electrek.co/2026/06/17/musk-exercises-2018-tesla-pay-package-116-billion/,0.0,NEUTRAL
403,AMZN,10 Pack Of Hanes Toddler Boxer Briefs For $11.30-$11.89 From Amazon,Dansdeals.com,2026-06-17 21:23:22,https://www.dansdeals.com/shopping-deals/amazon/10-pack-of-hanes-toddler-boxer-briefs-for-11-30-11-89-from-amazon/,0.1779,POSITIVE
107,MSFT,Markets Had Uneasy Reaction to Fed's Latest Projections,Newser,2026-06-17 20:52:00,https://www.newser.com/story/391246/markets-had-uneasy-reaction-to-feds-latest-projections.html,-0.3818,NEGATIVE
404,AMZN,Markets Had Uneasy Reaction to Fed's Latest Projections,Newser,2026-06-17 20:52:00,https://www.newser.com/story/391246/markets-had-uneasy-reaction-to-feds-latest-projections.html,-0.3818,NEGATIVE
405,AMZN,How Fashion Retail Is Talking the AI Talk,WWD,2026-06-17 20:45:33,http://wwd.com/business-news/technology/ai-transforming-fashion-retail-and-customer-experience-1239015511/,0.0,NEUTRAL
406,AMZN,Michael Dell Overtakes Larry Ellison In Billionaire Ranks As Dell Shares Rise,Forbes,2026-06-17 20:40:33,https://www.forbes.com/sites/antoniopequenoiv/2026/06/17/michael-dell-overtakes-larry-ellison-as-worlds-fifth-richest-person-amid-dell-stock-surge/,0.296,POSITIVE
202,TSLA,Michael Dell Overtakes Larry Ellison In Billionaire Ranks As Dell Shares Rise,Forbes,2026-06-17 20:40:33,https://www.forbes.com/sites/antoniopequenoiv/2026/06/17/michael-dell-overtakes-larry-ellison-as-worlds-fifth-richest-person-amid-dell-stock-surge/,0.296,POSITIVE
6,AAPL,"After unveiling ridiculously expensive AR glasses, Snap's stock takes a dive | TechCrunch",TechCrunch,2026-06-17 20:24:28,https://techcrunch.com/2026/06/17/after-unveiling-ridiculously-expensive-ar-glasses-snaps-stock-takes-a-dive/,-0.34,NEGATIVE
7,AAPL,INTC Stock Alert: Intel to Begin Production of Its Most Advanced Chip,Biztoc.com,2026-06-17 20:13:45,https://biztoc.com/x/20d55765434f36b0,0.5413,POSITIVE
203,TSLA,"Krugman: Musk, a Human Ponzi Scheme",Substack.com,2026-06-17 20:07:47,https://paulkrugman.substack.com/p/elon-musk-human-ponzi-scheme,0.0,NEUTRAL
8,AAPL,Show HN: Vessel Browser – Open-Source AI-Native Browser with Skills,Github.com,2026-06-17 20:04:58,https://github.com/unmodeled-tyler/vessel-browser,0.0,NEUTRAL
9,AAPL,"With Roku, Murdoch’s Fox May Have Found the Smarter Way to Win Streaming",Observer,2026-06-17 19:55:23,https://observer.com/2026/06/with-roku-murdochs-fox-may-have-found-the-smarter-way-to-win-streaming/,0.7783,POSITIVE
407,AMZN,"With Roku, Murdoch’s Fox May Have Found the Smarter Way to Win Streaming",Observer,2026-06-17 19:55:23,https://observer.com/2026/06/with-roku-murdochs-fox-may-have-found-the-smarter-way-to-win-streaming/,0.7783,POSITIVE
408,AMZN,SpaceX Is Now Worth More Than Amazon. Here's My Prediction For What Comes Next,Biztoc.com,2026-06-17 19:29:44,https://biztoc.com/x/c11859e7eead0b00,0.4364,POSITIVE
204,TSLA,Apple investors are running out of patience with its AI promises,The Next Web,2026-06-17 19:27:38,https://thenextweb.com/news/apple-investors-are-running-out-of-patience-with-its-ai-promises/,0.3818,POSITIVE
296,GOOGL,Apple investors are running out of patience with its AI promises,The Next Web,2026-06-17 19:27:38,https://thenextweb.com/news/apple-investors-are-running-out-of-patience-with-its-ai-promises/,0.3818,POSITIVE
10,AAPL,Apple investors are running out of patience with its AI promises,The Next Web,2026-06-17 19:27:38,https://thenextweb.com/news/apple-investors-are-running-out-of-patience-with-its-ai-promises/,0.3818,POSITIVE
409,AMZN,"10,000+ shoppers bought the LifeStraw last month — get it on sale before Prime Day",Fox News,2026-06-17 19:25:35,https://www.foxnews.com/deals/lifestraw-amazon-sale,0.0,NEUTRAL
108,MSFT,"Surface Pro for Business, 13-inch (12th Edition) Intel, 2-in-1 Laptop – Microsoft Store",Microsoft.com,2026-06-17 19:23:36,https://www.microsoft.com/en-gb/d/surface-pro-for-business-13-inch-12th-edition-intel/8mzbmmcjzpn4,0.0,NEUTRAL
205,TSLA,$ENSG Fraud Notice: BFA Law is Investigating Ensign for Securities Fraud over its Regulatory Issues – Investors with Losses Notified to Contact the Firm,GlobeNewswire,2026-06-17 19:23:00,https://www.globenewswire.com/news-release/2026/06/17/3313775/0/en/ENSG-Fraud-Notice-BFA-Law-is-Investigating-Ensign-for-Securities-Fraud-over-its-Regulatory-Issues-Investors-with-Losses-Notified-to-Contact-the-Firm.html,-0.8442,NEGATIVE
410,AMZN,"ASX set for flat start, Wall Street wobbles as Fed stays on hold, rate rise possible this year",The Sydney Morning Herald,2026-06-17 19:14:22,https://www.smh.com.au/business/markets/asx-set-for-flat-start-wall-street-wobbles-as-fed-stays-on-hold-rate-rise-possible-this-year-20260618-p607tm.html,0.0,NEUTRAL
109,MSFT,"ASX set for flat start, Wall Street wobbles as Fed stays on hold, rate rise possible this year",The Sydney Morning Herald,2026-06-17 19:14:22,https://www.smh.com.au/business/markets/asx-set-for-flat-start-wall-street-wobbles-as-fed-stays-on-hold-rate-rise-possible-this-year-20260618-p607tm.html,0.0,NEUTRAL
411,AMZN,Elon Musk’s wealth has now surpassed Bitcoin market cap amid SpaceX’s continued rally,CryptoSlate,2026-06-17 19:10:15,https://cryptoslate.com/elon-musks-wealth-has-now-surpassed-bitcoin-market-cap-amid-spacexs-continued-rally/,0.4939,POSITIVE
11,AAPL,macOS 27 Ends Support for Apple Time Capsule,iPhone in Canada,2026-06-17 19:09:29,https://www.iphoneincanada.ca/2026/06/17/macos-27-ends-support-for-apple-time-capsule/,0.4019,POSITIVE
110,MSFT,"Allbirds sells its shoes, renames itself Smartbird, and says it is now an AI infrastructure company",The Next Web,2026-06-17 18:53:10,https://thenextweb.com/news/allbirds-smartbird-ai-infrastructure-pivot/,0.0,NEUTRAL
412,AMZN,"Allbirds sells its shoes, renames itself Smartbird, and says it is now an AI infrastructure company",The Next Web,2026-06-17 18:53:10,https://thenextweb.com/news/allbirds-smartbird-ai-infrastructure-pivot/,0.0,NEUTRAL
111,MSFT,Smartbird appoints former Amazon executive Nadia Carlsten as CEO to lead AI infrastructure pivot,Crypto Briefing,2026-06-17 18:49:12,https://cryptobriefing.com/smartbird-nadia-carlsten-ceo-ai-pivot/,0.1779,POSITIVE
413,AMZN,Smartbird appoints former Amazon executive Nadia Carlsten as CEO to lead AI infrastructure pivot,Crypto Briefing,2026-06-17 18:49:12,https://cryptobriefing.com/smartbird-nadia-carlsten-ceo-ai-pivot/,0.1779,POSITIVE
414,AMZN,Coleman Pro 17-Quart Hard Cooler Lunchbox for $70 + free shipping,Dealnews.com,2026-06-17 18:32:24,https://www.dealnews.com/products/Coleman/Pro-17-Quart-Hard-Cooler-Lunchbox/499259.html,0.4404,POSITIVE
12,AAPL,"Snap Unveils Augmented Reality Glasses that Cost $2,195, Gets Mocked by Target Audience",Breitbart News,2026-06-17 18:10:59,https://www.breitbart.com/tech/2026/06/17/snap-unveils-augmented-reality-glasses-that-cost-2195/,-0.3182,NEGATIVE
112,MSFT,"Gary Marcus warns OpenAI’s IPO could drag Nvidia, Oracle, and CoreWeave down with it",The Next Web,2026-06-17 18:08:47,https://thenextweb.com/news/gary-marcus-openai-ipo-ai-stocks-risk/,-0.3182,NEGATIVE
415,AMZN,"Gary Marcus warns OpenAI’s IPO could drag Nvidia, Oracle, and CoreWeave down with it",The Next Web,2026-06-17 18:08:47,https://thenextweb.com/news/gary-marcus-openai-ipo-ai-stocks-risk/,-0.3182,NEGATIVE
